,IPCNum,content
937,G08G9/00,本发明 提供 了 微型 无人机 群 自治 管理 数据链 路 其 组成 包括 物理 媒介 为 2 4GHz ～ 2 483GHz 的 微波 链路 协议 采用 基于 国际标准 IEEE802 15 4 的 无线网络 协议 ZigBee 协议 设备 是 微型 无人机 模型 和 通过 串口 RS - 232 与 固定 置于 微型 无人机 模型 内 的 无线 模块 及 天线 连接 构成 无线 模块 由 ZigBee 协调 器 和 ZigBee 路由器 构成 采用 半双工 的 通信 方式 数据链 网络拓扑 结构 为 树状 拓扑 数据链 仿真 软件 为 OPNET 网络 仿真 软件 14 5 版本 本发明 的 数据链 使 机群 的 传输速率 能 达到 250kbps 信道 利用率 能 达到 90 ％ 包 传输 时延 为 0 4s 数据链 的 吞吐量 为 63kbps
1718,G08G5/06,用于 减少 跑道 偏离 即 飞机 脱离 跑道 末端 数目 的 系统 和 方法 提供 了 一种 警报系统 该 警报系统 在 计算机 计算 指示 当前 飞机 制动 不足以 使 飞机 免于 脱离 跑道 末端 时向 飞行员 发出 警报 使用 将 飞机 的 当前 地速 飞机 的 当前 减速 率 或 最大 手动 减速 率 以及 从 飞机 的 当前 位置 到 跑道 末端 的 距离 考虑 在内 的 算法 评估 当前 飞机 在 滑跑 期间 的 制动
1115,G08B17/06,本发明 公开 了 一种 用于 飞机 上 的 火焰 探测 报警器 包括 中心站 放大器 稳压 二极管 第一 电容 第二 电容 第三 电容 第四 电容 第一 三极管 第二 三极管 第三 三极管 光敏电阻 第一 电阻 第二 电阻 第三 电阻 第四 电阻 第五 电阻 第六 电阻 第七 电阻 和 第八 电阻 所述 光敏电阻 的 第一 端 与 所述 第一 三极管 的 发射极 连接 所述 光敏电阻 的 第二 端 分别 与 所述 稳压 二极管 的 正极 所述 第五 电阻 的 第一 端 所述 第八 电阻 的 第一 端 和 所述 第三 电容 的 第一 端 连接 后 接地 本发明 用于 飞机 上 的 火焰 探测 报警器 采用 光敏电阻 作为 探测 元件 火焰 报警信号 经 中心 放大器 放大 后 到达 报警 中心 进行 报警 本发明 的 反应 灵敏度 高 精确度 高
973,B64C3/00,含长 直线 或 近长 直线 高效 行程 轨迹 的 反动 翼 驱动 方法 及其 相关 工具 系统 其 特征 是 通过 相应 的 设置 使翼 结构 在 相关 结构 部分 的 引领 下 做 沿 含有 长 直线 或 近长 直线 高效 工作 行程 的 轨迹 循环 往复运动 从而 使 相应 的 翼 结构 可 与 环境 介质 及 相关 的 运动 工具 系统 之间 形成 相对 稳定 的 长 行程 的 高效 的 工作 角度 工作 姿态 等 以 明显提高 整个 翼 结构 系统 及其 相关 工具 系统 的 工作效率 与 应用 范围 其 主要 包括 在 水 与 空气 双 介质 间 循环 工作 的 含长 直线 或 近长 直线 高效 反动 淌水 行程 轨迹 的 反动 翼 驱动 方法 及其 高速 船 机系统 等 以及 在 单一 空气 或 单一 水 介质 中沿 含长 直线 或 近长 直线 的 高效 工作 行程 轨迹 循环 运动 的 活动 翼 驱动 方法 及其 相关 工具 系统 如可 实现 更 高速 高效 地 巡航 飞行 的 水平 环翼式 直升机 等
130,B64D37/06,本 实用新型 涉及 一种 飞机 用 燃油 防晃 构件 属于 油箱 设计 技术 领域 它 包括 燃油箱 所述 燃油箱 的 中部 设置 有 隔板 隔板 上开 有 过 油孔 所述 过 油孔 上 设有 防晃 构件 防晃 构件 它 包括 收缩 段 和 扩张 闭合 段 收缩 段 通过 粘结剂 与 扩张 闭合 段 连接起来 收缩 段 在 连接区 通过 粘结剂 或 铆钉 与 隔板 连接起来 防晃 构件 的 锥 尖 朝向 燃油箱 内部 的 抽油泵 本 实用新型 是 一种 防止 燃油 大幅 晃动 的 构件
9,F16J15/14,本发明 公开 了 一种 飞机 整体 油箱 的 密封 方法 所述 飞机 整体 油箱 的 密封 方法 特点 在于 在 壁 板式 整体 油箱 装配 过程 中 用双 组份 改性 聚硫 密封剂 进行 贴合 面 填角 密封 的 方式 来 达到 装配 间隙 的 密封 用 低 粘附 力 改性 聚硫 密封剂 进行 油箱 可拆卸 口盖 的 密封 本发明 的 有益 之 处 在于 在 整体 油箱 装配 过程 中 使用 的 密封剂 组分 较 少 工艺性 好 操作 简单 在 油箱 可拆卸 部位 使用 低 粘附 力 密封剂 进行 密封 具有 拆卸 维护 方便 的 优点 油箱 密封 具有 防腐蚀 经济性 好 密封 可靠性 高 的 优点
1234,G08G5/00,本发明 为 一种 基于 地形 数据库 的 前视 预警 快速 寻址 法 包括 以下 步骤 A 获取 飞机 预警 半径 B 以 0 经纬度 为 原点 根据 飞机 预警 半径 以 网格 为 基本 单位 确定 一个 圆形 扫描 区域 C 将 扫描 区域 内 的 网格 数据 点 表示 成 极坐标 形式 首先 按极径 大小 划分 成 不同 层次 数据 组 然后 组间 数据 按极角 顺次 排列 D 接收 飞机 的 位置 x y 和 航向 角 ψ 若 扫描 角度 为 α 则 预警 区域 的 边界 角 范围 是 ψ - α ψ + α 在 步骤 C 中 所得 数组 中 取出 所有 满足 边界 角 范围 的 数据 点 将 上述 选点 位置 移动 x y 得到 的 新 的 数据 点 即 为 飞机 预警 区域 该 方法 的 特点 在于 将 数据处理 分为 预处理 阶段 和 实时处理 阶段 预处理 阶段 在 起飞前 可 完成 极大 的 提高 了 算法 的 实时性
568,B64F5/00,本发明 涉及 一种 装置 1 用于 使 至少 两个 大 尺寸 子 组件 部件 特别 是 至少 一个 侧 壳体 7 8 至少 一个 上 壳体 12 至少 一个 下 壳体 11 和 或 至少 一个 底板 框架结构 在 空间 上 相对 彼此 对准 以便 集成 特别 是 飞机 机身 区段 的 部件 该 装置 包括 a 用于 分别 拾取 一个 子 组件 部件 的 至少 两个 定位 装置 特别 是 至少 两个 侧 壳体 定位器 2 3 至少 一个 上 壳体 定位器 5 和 或 至少 一个 下 壳体 定位器 4 b 用于 检测 特别 是 有关 子 组件 部件 和 或 定位 装置 的 位置 数据 的 多个 测量 数据 的 至少 一个 测量 装置 c 至少 一个 控制 和 或 调节 装置 19 特别 是 至少 一个 CNC 控制器 以及 d 至少 一个 神经网络 20 根据 本发明 集成 到 该 装置 中 的 神经网络 20 使得 子 组件 部件 通过 定位 装置 在 最 短时间 内以 高精度 执行 的 同时 运动 得到 特定 目标 几何 形状 控制 和 或 调节 装置 19 优选 地 用于 随后 通过 同时 执行 的 定位 装置 的 线性 运动 而 相对 彼此 定向 子 组件 部件 本发明 还 涉及 一种 用于 定向 子 组件 部件 的 方法
1637,B60N2/58,本 实用新型 涉及 座垫 套 特别 是 一种 新型 座垫 套 由 本体 构成 其中 本体 上部 设有 靠 枕套 靠 枕套 上 设有 水平 相通 的 开口 与 靠 枕套 相对 应 的 背面 设有 背垫套 本体 中部 设有 托放位 托放位 两侧 设有 与 上部 相连 的 吊带 所述 的 吊带 上 设有 一个 以上 的 储物袋 本体 下部 设有 座垫 套 本 实用新型 具有 结构 简单 成本 低廉 美观 实用 携带 和 使用方便 容易 清洗 等 优点 适用 于 长途车 船 和 飞机 等 交通工具 座垫 套 配套 使用 特别 适用 于 携带 小孩 乘坐 车 船 飞机 时 使用
1237,G08C17/00,本发明 公开 了 一种 固定 元件 及其 检测 系统 其 可 将 一感测 材料 置于 该 固定 元件 本 体内 通过 射频 电路 进行 供电 利用 信号处理 单元 将来 自感 测 材料 的 电气 信号 转换 为 电路 可 读取 的 信号 通过 无线 射频 传递 至 外界 的 检测 装置 以 检测 该 固定 元件 的 状态 通过 本发明 的 方式 可以 对于 固定 元件 进行 准确 且 快速 大量 的 筛检 动作 尤其 适合 用于 高度 安全 顾虑 的 场合 例如 飞机 机体 上 的 部分 螺丝
297,B60N2/44,本发明 的 可 坐 可靠 垫子 分为 一个 座垫 和 一个 靠垫 它们 具有 本质 上 完全相同 的 形式 一个 由 一种 低 弹性 的 纺织 材料 构成 的 套子 4 包含 了 许多 管状 气袋 5 这些 气袋 由 一种 相同 的 材料 构成 并且 在 纵向 上 通过 接缝 6 与 上述 套子 相结合 每个 气袋 5 都 同样 地 通过 接缝 6 与 它 的 相邻 者 相连接 每个 气袋 5 包含 一个 由 一种 弹塑性 材料 构成 并且 包括 一个 阀 8 的 小袋 7 并且 可以 施加 压缩空气 结果 气袋 5 改变 它们 的 形状 从而 使 外套 4 张紧 并且 形成 真正 的 可 坐 或 可靠 的 表面 垫子 结构 的 最优化 形状 可以 依靠 小袋 7 中 不同 的 空气 压力 来 适应 个人 对 舒适性 的 要求
287,G08G5/02,本发明 提供 生成 与 实际 的 航行 故障 事故 的 发生 相关性 较 高 的 信息 的 飞机 航行 用 信息 生成 装置 飞机 航行 用 信息 生成 方法 以及 飞机 航行 用 信息 生成 程序 是 生成 用于 飞机 航行 的 飞机 航行 用 信息 的 飞机 航行 用 信息 生成 装置 10 上述 飞机 航行 用 信息 生成 装置 10 将 由 气象 传感器 S 获取 的 降落 路径 上 的 多个 规定 高度 的 风向 数据 以及 风速 数据 跑道 的 方位 数据 飞机 的 机型 信息 作为 输入 信息 来 推断 飞机 对于 跑道 的 降落 难易度
1907,B60J11/04,该车 罩 可以 保护 车辆 免受 太阳 雨 雪 灰尘 污垢 和 鸟粪 一旦 车辆 被 上述 物质 弄脏 用户 可 处理 掉 车盖 为了 配合 不同 形状 的 车辆 该 一次性 车罩 可 具有 多种 形状 例如 椭圆形 卵 形状 矩形 形状 圆柱 形状 立方体 形状 等 该 一次性 车罩 中 就 可以 提供 小 中 和 大 的 尺寸 以 适应 不同 尺寸 的 车辆 如 小型汽车 和 全 尺寸 SUV 所述 车辆 汽车 可以 包括 非 陆地 车辆 和 陆地 车辆 非 陆地 车辆 包括 飞机 气垫船 航天器 船舶 和 帆船 陆地 车辆 包括 轮式 履带式 铁轨 式 和 滑雪 车辆 包括 自行车 踏板车 摩托车 轿车 货车 卡车 面包车 火车 公共汽车 和 雪地 汽车 等
1025,B64D47/08,本发明 提供 了 一种 飞机 航模 包括 机身 设置 在 机身 两侧 的 机翼 设置 在 机身 尾部 的 尾翼 驱动 部件 设置 在 机身 头部 的 螺旋桨 和 摄像 装置 所述 机身 为 流线型 所述 机身 包括 机头 和 机舱 所述 驱动 部件 设置 在 所述 机舱 内部 所述 摄像 装置 设置 在 所述 机身 的 底部 本发明 中 公开 的 飞机 航模 结构 简单 在 航模 底部 增设 了 摄像 装置 提升 了 飞机 航模 的 功能性 可以 对 地面 水域 或 电力 线缆 等 各个领域 进行 摄像 获取 有利 资料
2029,F16H37/12,本发明 提供 了 一种 机械 节能 机 包括 机体 装于 机体 上 的 原动力 输入 重复 杠杆 动力 输入 重复 杠杆 带动 盘型 杠杆 “ 0 ” 点轴 与 盘 上 的 盘型 杠杆 轴 组成 异型 杠杆 异型 杠杆 上 的 重复 杠杆 受力 点到 “ 0 ” 点轴 的 距离 大于 盘型 杠杆 轴到 “ 0 ” 点轴 的 距离 异型 杠杆 撬动 动力 输出 盘 由 动力 输出 盘上 的 轴向 外 放大 输出 动力 被 撬 的 动力 输出 盘和盘 上 的 轴 从而 获得 节能 效应 的 机械 节能 机 多次 节能 机 串联 可 获得 累加 机械 节能 效果
931,F16B31/06,本发明 公开 了 一种 轻型化 抗疲劳 自锁 螺母 包括 带有 内螺纹 的 螺母 本体 所述 螺母 本体 由 扳 拧 段 和 承载 段 组成 在 扳 拧 段 与 承载 段 之间 设置 有断 颈 槽 在 扳 拧 段 内部 沿 螺母 本体 长度 方向 设有 减轻 槽 本发明 还 公开 了 一种 用于 制造 轻型化 抗疲劳 自锁 螺母 的 方法 该 方法 是 利用 锻件 棒材 或 板材 作为 自锁 螺母 的 基材 直接 模压 或 锻压 成型 成 螺母 本体 和 减轻 槽 所述 自锁 螺母 的 基材 材料 为 高温 合金 钛合金 高强度 钢 或 超高 强度 钢 本发明 结构 简单 预紧 力可 控制 安全 可靠性 高 维护 方便 制造 工艺 简捷 可 将 自锁 螺母 重量 减少 为 原来 的 40 左右 在 紧固件 螺母 连接 方面 就 能 减轻 相当于 飞机 总重 的 1 ～ 1 5 的 重量 对 飞机 的 载重 能力 将 有 很大 的 贡献
1481,G08C17/02,该 方法 控制 遥控 飞机 以 使 飞机 绕 其 滚 转轴 或 其 俯仰 轴 翻滚 过 完整 的 一圈 该 方法 包括 以下 步骤 a 同时 控制 遥控 飞机 的 马达 以 给予 遥控 飞机 一在 先 的 向上 垂直 的 推力 冲量 b 将 不同 的 和 非 伺服 控制 命令 施加 至 马达 以 使 遥控 飞机 绕 翻滚 的 转轴 从 最初 角 位置 转动 至 预定 的 中间 角 位置 并 随后 c 对 马达 施加 独立 的 控制 对 基准 目标 轨迹 施加 伺服 控制 从而 使 遥控 飞机 完成 绕 所述 转轴 逐渐 地 从 具有 非零 角速度 的 中间 角 位置 至 具有 零 角速度 的 最终 角 位置 的 完整 一圈 的 旋转
1671,B64F1/36,本 实用新型 公开 一种 飞机 除冰 车 除冰 车 包括 车体 纳米 加热管 和 高速 喷枪 车体 上 设有 水箱 水箱 与 纳米 加热管 连通 纳米 加热管 产生 蒸汽 后 由 高速 喷枪 喷出 本 实用新型 采用 纳米 加热管 产生 蒸汽 然后 再 利用 高速 喷枪 进行 喷射 从而 对 飞机 表面 进行 除冰 处理 可 大大增加 除冰 效率 增强 飞机 运行 的 安全性
1619,F16H29/00,一种 主动轴 与 被动 轴 平行 放置 主动轴 摆动 变为 被动 轴 单向 旋转 的 传动 机构 在 主动轴 或 被动 轴上 设置 带有 棘爪 结构 的 链轮 和 带有 棘爪 结构 的 齿轮 来 实现 主动轴 左右 交替 摆动 变为 被动 轴 连续 单向 旋转 的 功能 该 机构 具有 结构 简单 紧凑 封闭性 好 防尘 防水 润滑 充分 传动 可靠 效率高 传动比 可大可小 维护 方便 和 寿命长 等 优点 可 应用 于 各种 人力 交通工具 内燃机 等 现行 的 装置 和 机器 上 也 能 应用 于 现今 没有 的 一些 装置 上
236,F16K17/00,一种 气压 式 调节器 1 用于 调节 从气 源流 向 气体 接收 容器 的 气流 它 包括 调节器 主体 2 该 主体 设有 气体 入口 5 气体 出口 6 以及 在 入口 和 出口 之间 延伸 的 气体 通道 7 还 包括 连接 于 调节器 主体 2 的 第一 壳体 部件 3 和 设置 在 调节器 主体 2 与 第一 壳体 部件 3 之间 的 能够 限制 气体 通道 中 某 一点 处 的 气体 流量 的 第一 膜片 9 以及 连接 于 调节器 主体 2 的 第二 壳体 部件 4 和 设置 在 所述 调节器 主体 2 与 第二 壳体 部件 4 之间 的 能够 限制 气体 通道 中 第二点 处 的 气体 流量 的 第二 膜片 12 该 气压 式 调节器 不 带有 任何 通向 外部环境 的 开口 调节器 主体 和 每个 壳体 部件 都 具有 足够 的 强度 以 承受 所供 气体 的 全部 压力 因此 即便 某一 膜片 失效 调节器 仍 能够 继续 工作 气体 不会 泄漏 到 周围环境 中 气体 通道 还 包括 一个 限制 区 16 当 第二 膜片 失效 时 该 限制 区 限制 流经 调节器 的 流量 本发明 的 气压 式 调节器 适用 在 由 飞机 运送 鱼类 或 其他 水产品 的 运送 容器 上
329,G08B17/10,本发明 提供 了 烟雾 侦测 系统 包括 安装 至 壳体 的 烟雾 侦测 传感器 和 氧气 传感器
749,G08G5/00,本发明 涉及 一种 提供 航班 运行 数据 的 方法 及 系统 方法 包括 接收 AFTN 动态 报文 生成 航班 运行 数据 根据 航班 运行 数据 从 预先 设定 的 航班 动态 实体 中 找到 对应 的 航班 动态 实体 预先 设定 的 航班 动态 实体 与 航班 一一对应 包括 航班 的 航班号 及 状态 数据 元 状态 数据 元 包括 航班 时刻表 状态 数据 元 航班 计划 状态 数据 元及 航班 实际 状态 数据 元 根据 AFTN 动态 报文 的 种类 确定 找到 的 航班 动态 实体 对应 的 航班 的 状态 利用 航班 运行 数据 更新 找到 的 航班 动态 实体 的 状态 数据 元 显示 经过 更新 的 航班 动态 实体 系统 包括 接收 单元 生成 单元 实体 查找 单元 状态 确定 单元 更新 单元 及 显示 单元 通过 利用 AFTN 动态 报文 更新 显示 航班 动态 实体 准确 地 提供 了 航班 运行 数据
2129,B60K5/00,一种 在 现有 汽车 上 安装 飞机 发动机 利用 其 推动力 来 推动 汽车 前进 而 不是 用 汽车 发动机 和 机械传动 来 推动 汽车 前进 的 重型 赛车 其 特征 在于 喷气式 飞机 发动机 1 通过 飞机 发动机 安装 架 4 与 汽车 平台 连接 油箱 5 通过 输油管 6 与 飞机 发动机 1 连接
